svelte-yarn;svelte-kit-yarn;react-yarn;react-vite-yarn;react-next-yarn;vue-yarn;vue-nuxt-yarn;angular-yarn;svelte-build;svelte-kit-build;react-build;react-vite-build;react-next-build;vue-build;vue-nuxt-build;angular-build;svelte-build-size;svelte-kit-build-size;react-build-size;react-vite-build-size;react-next-build-size;vue-build-size;vue-nuxt-build-size;angular-build-size
1412;2287;10858;1440;3758;4891;5980;12125;1490;5374;9969;4866;19123;7166;7261;10757;28;124;548;164;396;684;184;204
1470;2230;11315;1511;3803;4925;6050;11768;1521;5340;10397;4882;19644;7315;7216;10782;28;124;548;164;396;684;184;204
1473;2419;11248;1571;3555;5026;6005;11484;1465;5608;10078;4918;19390;7266;7042;10602;28;124;548;164;396;684;184;204
1414;2337;11103;1583;3872;4956;5633;12094;1453;5648;10262;4764;18965;7048;7259;10797;28;124;548;164;396;684;184;204
1456;2387;11166;1539;3944;4725;5734;11115;1445;5492;9972;5188;18397;7189;6778;10605;28;124;548;164;396;684;184;204
1434;2376;10956;1456;3809;4982;5931;11167;1475;5545;10215;4852;18741;7443;6971;10541;28;124;548;164;396;684;184;204
1477;2273;11521;1542;4109;4955;5857;10997;1424;5516;10237;4753;19274;7201;7178;10774;28;124;548;164;396;684;184;204
1445;2285;11516;1576;3657;4743;5941;11440;1497;5547;10006;4882;18788;7337;7002;10843;28;124;548;164;396;684;184;204
1436;2347;11567;1510;3877;5192;6139;11887;1483;5516;10261;4791;19451;7425;7408;10848;28;124;548;164;396;684;184;204
1487;2235;11260;1518;4054;5015;5876;11697;1410;5745;10605;4825;18877;7123;7077;10668;28;124;548;164;396;684;184;204
1451;2173;11163;1477;4111;4895;5520;11009;1396;5634;10193;4747;18780;7185;6895;10670;28;124;548;164;396;684;184;204
1405;2283;11923;1529;3718;4814;6520;12315;1444;5500;10314;4820;19002;7155;7432;10760;28;124;548;164;396;684;184;204
1503;2412;11714;1453;3725;4568;5970;11493;1429;5573;10199;4868;18787;7252;7363;10940;28;124;548;164;396;684;184;204
1426;2316;11450;1520;3813;4875;5887;11988;1486;5476;10133;4814;18761;7281;7554;10700;28;124;548;164;396;684;184;204
1477;2461;11614;1459;3743;4469;5735;11324;1497;5524;10340;4893;19378;7022;6883;10902;28;124;548;164;396;684;184;204
1453;2333;11690;1518;3890;5097;6281;11481;1446;5641;10285;4757;18894;7482;7018;10628;28;124;548;164;396;684;184;204
1425;2353;11441;1528;3663;4825;5767;11308;1459;5567;10140;4850;19245;7181;7242;11083;28;124;548;164;396;684;184;204
1409;2204;10939;1496;3801;4755;5804;10739;1445;5435;10255;4894;18885;7178;7076;10957;28;124;548;164;396;684;184;204
1385;2376;10992;1427;3542;4825;5699;11481;1476;5500;10051;4761;18981;7234;7166;10736;28;124;548;164;396;684;184;204
1468;2428;11042;1528;3912;4830;6577;11627;1454;5380;10392;5144;18902;7154;6936;10459;28;124;548;164;396;684;184;204
1380;2369;11412;1635;3809;5003;6375;11845;1506;5663;10137;5097;19396;7215;7020;11088;28;124;548;164;396;684;184;204
1446;2286;11141;1510;3588;4840;5985;11000;1501;5564;10301;4804;18909;7094;7103;10877;28;124;548;164;396;684;184;204
1403;2395;11390;1438;3765;5170;5651;12077;1527;5793;10435;4914;19325;7247;6979;10993;28;124;548;164;396;684;184;204
1477;2283;11426;1489;3945;4715;5439;11606;1459;5543;10212;4801;18650;7250;6967;11021;28;124;548;164;396;684;184;204
1382;2387;11019;1585;3775;4721;5755;11994;1530;5523;10054;5058;18983;7135;7039;10580;28;124;548;164;396;684;184;204
1390;2434;10676;1489;3899;5017;6450;11551;1457;5537;10264;4740;18587;7473;7413;10951;28;124;548;164;396;684;184;204
1495;2299;10725;1510;3722;4770;5904;11201;1445;5731;10618;4710;19106;7046;7090;10817;28;124;548;164;396;684;184;204
1399;2245;11163;1619;3791;5050;5910;11097;1413;5575;10056;4955;19175;7245;6964;10754;28;124;548;164;396;684;184;204
1373;2344;11133;1555;3635;5031;5654;11925;1491;5414;10027;4920;18726;7192;7217;10834;28;124;548;164;396;684;184;204
1435;2402;11344;1468;3434;4889;6281;11961;1526;5666;10447;4880;18630;7248;6980;10918;28;124;548;164;396;684;184;204
1381;2435;11088;1626;3860;4983;5810;11343;1607;5727;10241;4842;19026;7134;7075;10612;28;124;548;164;396;684;184;204
1441;2395;11446;1604;3890;4788;5964;11816;1456;5684;10319;5011;19864;7162;7381;10310;28;124;548;164;396;684;184;204
1446;2511;11319;1481;3671;5169;6215;11964;1453;5496;10064;4923;18784;7225;6962;10555;28;124;548;164;396;684;184;204
1405;2281;10948;1484;3990;4813;5999;11389;1486;5550;9740;4860;18527;7411;7065;10418;28;124;548;164;396;684;184;204
1436;2400;11219;1601;3721;5084;5599;11577;1462;5458;10585;4996;18856;7233;7181;10491;28;124;548;164;396;684;184;204
1314;2298;11161;1672;3519;4979;5735;11497;1418;5295;9908;4705;18628;7453;7062;10485;28;124;548;164;396;684;184;204
1445;2250;11344;1508;3469;4727;6070;11627;1550;5572;10165;4861;18430;7117;7152;10912;28;124;548;164;396;684;184;204
1483;2350;11437;1489;4064;5002;6069;11770;1523;5520;10132;4857;18886;7108;7163;10691;28;124;548;164;396;684;184;204
1408;2263;11559;1506;3609;4949;5826;11894;1443;5343;10047;4752;18895;7067;7001;10822;28;124;548;164;396;684;184;204
1380;2242;11116;1548;3872;4838;5931;11295;1431;5616;10189;4889;18580;7187;7280;10762;28;124;548;164;396;684;184;204
1398;2365;11491;1492;3778;4875;6395;11918;1463;5641;10124;5115;19247;7170;6910;10603;28;124;548;164;396;684;184;204
1410;2211;11346;1538;4019;4702;5587;11526;1452;5654;10111;4998;19367;7221;7213;10984;28;124;548;164;396;684;184;204
1378;2389;10949;1554;3885;4839;5867;11576;1442;5557;10165;4694;19153;7347;7013;10624;28;124;548;164;396;684;184;204
1413;2356;10944;1470;3657;4988;5894;11327;1460;5448;10039;5020;19023;7401;7343;11028;28;124;548;164;396;684;184;204
1536;2332;11333;1530;3596;4832;5674;11726;1433;5604;10205;4766;19119;7230;7157;10612;28;124;548;164;396;684;184;204
1435;2251;11271;1542;3916;4814;6049;11265;1465;5641;10098;4764;19210;7436;7183;10641;28;124;548;164;396;684;184;204
1366;2257;11109;1586;3627;4785;5642;11771;1404;5404;10174;4798;18917;7093;7165;11021;28;124;548;164;396;684;184;204
1559;2457;11975;1497;3688;4904;5655;11443;1449;5466;10321;5250;19108;7281;7475;10834;28;124;548;164;396;684;184;204
1370;2311;11641;1574;3780;4808;5691;11645;1440;5634;10061;4788;19391;7263;7453;10809;28;124;548;164;396;684;184;204
1443;2342;11927;1536;3929;4915;5986;11995;1473;5667;10341;5044;19109;7386;7225;10981;28;124;548;164;396;684;184;204
1436;2328;11666;1558;4154;4899;5851;12350;1454;5775;10211;4856;19127;7287;7554;11234;28;124;548;164;396;684;184;204
1390;2337;11163;1531;3835;5007;6027;11822;1469;5571;10456;5022;19905;7110;7234;10935;28;124;548;164;396;684;184;204
1498;2512;11746;1606;3886;4838;5791;12153;1479;5551;10166;4979;19131;7394;7267;10897;28;124;548;164;396;684;184;204
1533;2456;11864;1766;3770;5086;5925;11558;1577;5694;10346;5105;19261;7612;7487;11041;28;124;548;164;396;684;184;204
1437;2285;11948;1612;3701;5056;5661;11783;1555;5662;10373;4870;20035;7465;7287;11237;28;124;548;164;396;684;184;204
1535;2312;11471;1569;3648;4919;5924;11770;1471;5664;10526;4940;19396;7422;7296;11213;28;124;548;164;396;684;184;204
1431;2231;11319;1526;4030;4722;5596;11293;1463;5801;10879;5046;19827;7470;7407;11386;28;124;548;164;396;684;184;204
1487;2225;11218;1558;3832;4901;5876;11767;1515;5590;10193;4897;18725;7324;7145;10421;28;124;548;164;396;684;184;204
1421;2503;10973;1541;4078;4915;6204;11766;1524;5604;10771;5069;19566;7362;7231;10992;28;124;548;164;396;684;184;204
1446;2511;11646;1544;3614;4623;5610;12020;1450;5757;10407;5021;18992;7242;7177;10675;28;124;548;164;396;684;184;204
1386;2456;11011;1547;3776;5114;5956;11828;1470;5446;10426;4713;18831;7245;6974;10756;28;124;548;164;396;684;184;204
1395;2329;11829;1513;3599;5017;5934;11770;1444;5576;10344;4889;19487;7229;6997;10883;28;124;548;164;396;684;184;204
1409;2445;11764;1509;3809;5310;5795;11769;1484;5447;10417;4710;19528;7396;7241;10920;28;124;548;164;396;684;184;204
1507;2381;11781;1555;3865;4839;5822;11412;1480;5570;10118;4814;19315;7186;7446;10565;28;124;548;164;396;684;184;204
1419;2294;12032;1565;3666;4942;6113;12289;1585;5442;10417;4898;19046;7293;7257;10473;28;124;548;164;396;684;184;204
1463;2251;11303;1618;4002;4807;6016;11653;1420;5489;10139;4998;19092;7220;7202;10803;28;124;548;164;396;684;184;204
1484;2369;11312;1530;3570;5028;6232;11455;1489;5805;10148;4823;18946;7286;7486;10988;28;124;548;164;396;684;184;204
1424;2309;11804;1499;3868;4921;6119;11663;1528;5631;10192;4969;19419;7193;7243;10887;28;124;548;164;396;684;184;204
1550;2362;11010;1570;3876;4925;6022;11309;1444;5475;10209;4980;18756;7275;7416;10570;28;124;548;164;396;684;184;204
1465;2285;11552;1487;3671;4936;6152;12099;1548;5616;10241;5002;18909;7140;7236;10705;28;124;548;164;396;684;184;204
1386;2268;11572;1621;3615;4658;5861;11349;1442;5647;10226;4825;18738;7109;7279;10534;28;124;548;164;396;684;184;204
1535;2406;11200;1516;3788;4830;5493;11544;1610;5512;9961;4794;18804;7188;7030;10982;28;124;548;164;396;684;184;204
1405;2356;11082;1552;3667;4834;5707;11498;1424;5615;10287;4994;18653;7253;7380;10653;28;124;548;164;396;684;184;204
1401;2395;11173;1557;4045;4865;5538;11081;1477;5517;9712;4768;18951;7138;7097;10838;28;124;548;164;396;684;184;204
1664;2359;11306;1619;3468;4388;6269;11568;1455;5732;10129;5042;18844;7245;7225;10931;28;124;548;164;396;684;184;204
1465;2334;11424;1478;3621;5144;6061;11498;1433;5501;10207;4834;19528;7665;7265;10869;28;124;548;164;396;684;184;204
1528;2332;11195;1536;4129;5029;5821;11636;1438;5507;10187;4845;18380;7201;7100;10776;28;124;548;164;396;684;184;204
1480;2323;11520;1642;4159;5292;5907;11634;1523;5631;10411;4975;19406;7329;7208;11084;28;124;548;164;396;684;184;204
1333;2263;11904;1513;3709;4916;6080;12373;1523;5481;10180;4877;18968;7120;7247;10905;28;124;548;164;396;684;184;204
1443;2285;11024;1576;3725;4942;5548;11872;1500;5719;10790;5093;19107;7489;7151;10888;28;124;548;164;396;684;184;204
1411;2330;11175;1589;4003;5201;5726;11429;1403;5629;10199;4855;18970;7197;7063;10676;28;124;548;164;396;684;184;204
1519;2358;11982;1420;3874;4805;5826;11393;1423;5684;10222;4887;18999;7405;7161;11209;28;124;548;164;396;684;184;204
