svelte_with_browser_chromium;svelte_with_browser_firefox;svelte_with_browser_webkit;svelte-kit_with_browser_chromium;svelte-kit_with_browser_firefox;svelte-kit_with_browser_webkit;react_with_browser_chromium;react_with_browser_firefox;react_with_browser_webkit;react-vite_with_browser_chromium;react-vite_with_browser_firefox;react-vite_with_browser_webkit;react-next_with_browser_chromium;react-next_with_browser_firefox;react-next_with_browser_webkit;vue_with_browser_chromium;vue_with_browser_firefox;vue_with_browser_webkit;vue-nuxt_with_browser_chromium;vue-nuxt_with_browser_firefox;vue-nuxt_with_browser_webkit;angular_with_browser_chromium;angular_with_browser_firefox;angular_with_browser_webkit
14498;14557;14783;14612;14595;14050;15573;15453;15413;15262;15507;15588;15509;15879;15881;15173;14903;15035;15297;14469;14149;15194;15366;15170
14571;13793;14260;14617;14202;14830;15644;15420;15775;15672;15687;15477;15510;15617;15866;15234;14476;14547;15170;14546;14354;15721;15200;15126
14423;14658;14335;14713;14310;14161;15652;15706;15809;15630;15789;15508;15836;15878;15758;14979;15040;14770;14861;15046;15118;15138;15317;15368
14446;14698;14786;14776;14581;15132;15681;15927;15708;15361;15280;15177;15396;15707;15750;14909;14696;15091;15108;15108;14897;15587;15589;15262
14063;14283;14375;14610;14195;14882;15110;15159;15196;15228;15557;15288;15470;15610;15539;14880;15218;14276;14425;14732;14545;15436;15282;15275
14486;14533;14594;14544;14760;14661;15633;15249;15233;15754;15376;15627;15907;15848;15842;15097;14226;14766;14359;15232;15099;15544;15479;15757
14355;13701;14056;14324;14995;14841;15650;15515;15316;15825;15536;15608;15760;15524;15476;14239;15263;14793;14512;14754;15103;15550;15834;15799
14847;14519;14471;13955;13919;13658;15490;15636;15864;15886;15552;15760;15806;15614;15529;15238;14581;14769;14959;15202;15117;15426;15323;15720
14248;13922;13938;14325;14763;14496;15275;15654;15579;15260;15156;15435;15649;15807;15830;15252;14910;14444;15112;15132;14902;15592;15175;15526
14572;14235;14479;14992;14619;14711;15272;15682;15243;15535;15843;15816;15950;15733;15603;14542;14283;14292;14564;14251;14632;15273;15200;15373
13992;14323;13760;14877;14774;14345;15180;15320;15443;15428;15759;15640;15945;15629;16010;15137;14956;15285;15042;15008;15070;15633;15671;15139
14554;14442;14518;14689;14687;14611;15560;15610;15564;15552;15640;15591;15436;15173;15611;14953;14818;14361;15118;14514;14943;15638;15577;15268
14472;14056;14135;14207;14166;13771;15343;15382;15456;15756;15727;15648;15705;15710;15388;14773;14155;14743;14481;15228;14390;15608;15203;15190
14342;14123;14629;14488;15093;14554;15833;15627;15476;15223;15200;15687;15462;15943;15893;14965;15099;15249;15354;14786;14569;15597;15469;15348
14020;13775;14592;14735;14602;14734;15567;15371;15690;15681;15502;15614;15559;15456;15664;14532;14635;14693;15175;14565;15356;15696;15594;15661
14093;15214;14762;14621;13805;13960;15145;15206;15197;15175;15031;15198;15355;15243;15373;14416;14159;14167;14232;14322;14302;15082;15289;15377
13986;13723;13868;14116;13965;13897;15197;15403;15170;15201;15221;15298;15462;15401;15215;14293;14201;14187;14005;14216;14405;15364;15173;15230
14124;13874;13759;14235;13953;13886;15191;15280;15080;15314;15184;15234;15426;15391;15308;14241;14495;13967;14024;14296;14431;15306;15220;15165
14042;13754;13689;13985;13887;13966;15196;15161;15188;15279;15299;15210;15366;15308;15187;14500;14072;14021;14222;14092;14125;15240;15162;15244
13943;13929;13725;13902;14096;13661;15153;15045;15280;15226;15104;15129;15430;15257;15348;14373;14379;14230;14089;14534;14193;15338;15248;15200
13850;13803;13647;13883;13986;14103;15325;15091;15277;15248;15154;15229;15251;15251;15433;14547;14380;13959;14364;14322;14231;15198;15149;15191
13864;13890;13907;13876;13809;13951;15316;15238;15274;15091;15101;15225;15249;15337;15330;14016;14227;14209;14190;14105;14102;15276;15218;15157
13999;13749;13810;13961;14099;13934;15173;15172;15085;15165;15003;15070;15268;15503;15248;14068;14065;14311;14388;14253;14414;15210;15170;15139
13847;13576;13752;14204;13942;14082;15326;15135;15279;15313;15249;15283;15192;15244;15329;14393;14174;14189;14445;14357;14096;15237;15163;15312
13887;13784;13910;14223;13730;13815;15177;15212;15144;15162;15189;15085;15255;15157;15231;14007;14071;14187;13977;14090;14060;15331;15104;15200
14223;13702;13884;13755;13656;13922;15036;15052;15188;15260;15135;15193;15470;15224;15294;14096;14273;14096;14482;14163;14006;15344;15072;15311
14027;13757;13836;14000;14141;13995;15153;15089;15116;15114;15212;15167;15236;15249;15172;14154;14051;14447;14279;14197;14006;15112;15363;15392
13872;13834;13749;14016;13919;14044;15214;15167;15151;15244;15306;15191;15491;15296;15226;14238;14043;13921;14166;14096;14280;15277;15182;15135
13831;13823;13943;14043;13911;13917;15174;15350;15195;15184;15141;15241;15270;15291;15327;14427;14190;14292;14345;14123;14146;15286;15238;15077
13700;13888;13684;13935;14033;13953;15179;15234;15182;15201;15154;15172;15537;15600;15854;15248;14814;14329;14915;15429;15279;15268;15671;15651
13922;14641;14810;14813;15056;14819;15687;15274;15441;16054;15579;15110;15893;15971;15613;14765;15002;14796;15277;15152;14866;15456;15590;15650
14956;13758;14549;14421;14265;14654;15777;15397;15655;15659;15692;15478;15315;15466;15730;14930;14914;15276;14953;14443;14794;15691;15816;15591
14731;14684;14414;14756;14871;14730;15456;15675;15313;15712;15558;15952;15793;15901;15942;15223;15243;14387;14414;15128;15170;15637;15732;15808
14399;14735;13731;14491;14106;14067;15447;15440;15714;15644;15826;15620;15746;15819;15648;14785;14836;15154;15295;14784;14958;15490;15333;15330
14511;14926;14637;14503;14936;14142;15829;15662;15427;15260;15320;15763;15689;15638;16008;15336;15298;14960;15242;14935;14250;15243;15453;15706
14991;14543;14579;14722;14992;14322;15687;15681;15748;15761;15608;15923;15977;15844;15382;14694;14508;14816;14852;15247;14911;15720;15703;15470
14429;14150;14509;14796;14639;14376;15780;15628;15672;15683;15380;15727;15721;15909;15963;14855;14284;15235;15069;14805;14357;15557;15697;15460
14452;14318;14787;15110;14518;14663;15333;15400;15583;15728;15051;15756;16083;15654;15902;14893;14980;14474;14326;15277;14992;15661;15724;15802
14724;14499;14743;14382;14719;14945;15969;15665;15460;15611;15592;15295;15332;15790;15787;15381;14976;15456;14717;15340;15238;15559;15651;15598
13798;14438;14621;14490;14170;13999;15452;15557;15548;15431;15692;15405;15700;15255;15768;15481;14475;14669;15149;15076;15080;15750;15794;15400
14915;14432;14425;14233;14387;14713;15680;15817;15394;15566;15630;15966;15767;15603;15518;15098;14868;14983;14888;15216;15243;15359;15264;15787
14447;14515;14777;14694;14672;14861;15742;15562;15438;15545;15795;15765;15859;16030;15778;15112;15052;15115;15512;14740;14889;15652;15745;15679
13939;13926;14598;13868;15021;15119;15661;15638;15619;15722;15598;15752;15961;15629;15416;14978;15162;14865;15222;15015;14756;15561;15598;15526
14082;13829;14674;14227;14627;14535;15737;15463;15611;15170;15771;15625;15433;15789;15820;14509;15174;14946;14702;14168;14764;15454;15340;15601
14725;14603;14728;14723;14556;14280;15537;15949;15660;15432;15424;15744;15714;15667;15988;15049;14801;14909;14975;14272;15023;15693;15935;15531
14446;14363;14300;14658;14693;14824;15519;15718;15810;15722;15228;15518;15964;15895;15833;14918;15061;14869;14900;15412;14963;15582;15782;15519
14786;14706;14131;15061;14657;14783;15807;15460;15749;15624;15642;15737;15811;15735;15613;14601;14474;15055;15151;15054;15172;15657;15481;15775
14914;14212;13753;14796;14651;14242;15641;15516;15719;15851;15764;15192;15225;15826;15714;14736;15210;15167;15224;14037;14631;15200;15697;15279
14828;14612;14077;14322;14773;14578;15049;15347;15552;15586;15461;15201;16002;15688;15645;15102;15068;15003;14585;15269;14762;15822;15480;15959
14165;14759;14470;15059;14492;13875;15595;15582;15637;15990;15785;15327;15356;15689;15882;14543;15064;15101;15065;14314;15235;15673;15340;15553
14627;14709;14490;15016;14294;14429;15757;15653;15685;15617;15503;15557;15595;15653;15944;15255;14574;14504;14474;15195;14462;15707;15579;15803
14724;14781;14693;14324;14018;14404;15834;15174;15502;15695;15680;15694;15602;15408;15823;15411;14763;14615;14973;15119;15268;15752;15458;15223
14483;14508;14944;14898;14105;14757;15718;15620;15223;15444;15534;15544;15726;15803;16021;15096;15172;14698;15117;15443;15248;15586;15522;15590
14832;14757;14340;14957;14661;14614;15601;15663;15683;15816;15816;15807;15990;15367;15393;15071;15128;14661;15302;15079;14410;15650;15842;15556
14217;14328;14360;14403;14452;14439;15613;15357;15669;15692;15560;15540;15752;15957;15572;15025;15303;14934;14812;14499;14462;15323;15487;15174
14287;14077;14512;14967;15053;14365;15274;15747;15619;15618;15759;15626;15692;16015;15859;15175;14863;15419;15234;15137;14473;15914;15740;15621
14683;14354;14654;13896;14411;14278;15755;15270;15838;15581;15372;15347;15917;15460;15830;15363;15214;15114;14245;15010;14870;15534;15637;15713
14654;14924;14151;14504;14369;14781;15660;15685;15736;15997;15787;15793;15449;16044;16069;14246;14538;15116;15178;14548;14881;15512;15841;15510
14456;14253;14051;14631;14614;14816;15531;15725;15601;15500;15628;15482;15838;15735;15686;15240;14468;14450;14495;14208;14347;15408;15595;15552
14743;14708;14515;14269;14776;14849;15527;15213;15643;15467;15894;15948;15696;15689;15489;15073;14989;14642;14947;15289;14992;15521;15674;15480
14933;14592;14752;14502;14622;14883;15628;15120;15506;15696;15650;15443;15658;15480;15697;15238;15160;14557;14833;14701;15263;15709;15703;15453
14505;14129;14026;14807;14666;14668;15595;15636;15425;15129;15594;15549;15650;15747;15514;14716;14569;14368;14225;15125;14238;15049;15166;15316
14492;14627;13717;14166;13866;13987;15520;15383;15514;15058;15556;15428;15697;15607;15685;14422;14965;14681;14756;14210;14955;15322;15539;15303
14598;14518;14325;14179;14077;14122;15336;15447;15411;15103;15015;15429;15967;15496;15709;14842;14651;14880;14847;15107;14845;15467;15516;15609
14469;14652;14521;14462;14789;14440;15658;15570;15430;15179;15459;15523;15947;16011;15571;14553;14783;14985;14682;15626;15324;15617;15629;15512
14619;14179;13870;14548;14999;14273;15712;15574;15409;15883;15774;15619;15750;15806;15683;15216;14438;15217;14918;15417;14466;15469;15789;15750
14609;14969;14727;14852;14300;14782;15269;15171;15516;15607;15661;15783;15870;15483;15819;14647;14947;14725;14971;15050;14731;15508;15821;15909
14696;14640;14861;14761;14644;14547;15664;15638;15453;15814;15751;15427;15378;15563;15533;14921;15156;14846;14906;14545;14870;15726;15418;15413
14591;14261;14421;14590;15090;14808;15680;15508;15418;15227;15545;15477;16123;15639;15508;14547;14988;14600;14604;14924;14328;15377;15366;15410
14635;14478;14673;14571;14041;14406;15587;15324;15604;15562;15719;15629;15849;15799;15422;14940;14897;15353;15106;14787;15238;15550;15435;15418
14437;14621;14724;14612;14474;14244;15698;15647;15232;15173;15662;15712;15488;15698;15907;14925;15086;15109;15002;15289;14858;15881;15703;15664
14588;14863;14249;14904;14505;14626;15536;15575;15945;15624;15897;15491;15308;15618;15547;14853;15148;14533;15202;14986;14204;15440;15152;15130
14289;14023;13795;13846;13905;14425;15272;15215;15170;14993;15190;15158;15407;15311;15238;14234;14375;14064;14210;14447;14490;15573;15274;15691
14465;14861;14737;14801;14854;14884;15291;15408;15704;15762;15723;15882;15710;15570;15331;14804;15105;14779;14983;14952;15008;15509;15747;15688
14622;14406;14701;14371;14570;15203;15953;15779;15480;15518;15478;15328;15552;15751;16006;14968;14919;14994;14698;15219;15066;15860;15498;15243
14510;14656;14589;14070;14725;14958;15785;15710;15668;15894;15760;15526;15924;16106;15850;15134;14672;14613;15056;14404;14329;15209;15388;15255
14668;14413;14088;14424;14563;14533;15544;15777;15694;15541;15481;15613;15670;15570;15703;15370;14809;14786;14665;15276;15013;15485;15398;15715
14730;15077;14739;14928;14758;14971;15849;15827;15611;15491;15470;15553;15757;15709;15845;15051;15151;15006;14949;14562;15257;15748;15694;15813
14628;14034;14579;14727;15381;15138;15839;15586;15659;15381;15582;15711;15578;15617;15708;15354;14781;15112;14810;15083;15063;15805;15533;15449
14197;14895;14932;14018;14739;14608;15503;15616;15646;15458;15668;15828;16012;15918;15650;15412;15232;15266;14744;14528;15146;15441;15590;15825
14904;14634;14781;14899;14211;13887;15866;15532;15660;15759;15750;15719;15935;15833;15888;15284;15110;15001;15155;15012;14769;15728;15866;15555
14370;14768;14460;14106;15004;14746;15896;15606;15707;15441;15339;15354;15571;15159;15163;13761;14032;14239;14268;14049;13944;15201;15188;15363
14384;14585;14285;14438;14368;14565;15578;15465;15758;15848;15562;15410;15979;15939;15532;14680;14411;14767;14841;14177;14439;15496;15516;15609
14774;14551;13925;14819;14386;13962;15784;15731;15543;15623;15610;15412;15674;15571;15898;14942;14721;14765;14949;15157;14819;15348;15523;15512
15027;14588;14602;14642;14685;14832;15894;15458;15367;15435;15532;15740;15875;15662;15820;15183;14927;14982;14893;15571;15275;15583;15490;15729
14383;14812;14366;14732;14890;14835;15787;15682;15609;15630;15627;15554;15523;15564;15986;15052;15104;15162;15314;15210;15300;15807;15735;15220
14551;14784;13849;14504;14988;14651;15695;15713;15720;15766;15237;15523;15806;15634;15849;15226;15365;14341;14544;15421;14500;15687;15846;15676
14803;14688;14871;14447;13950;14560;15826;15296;15633;15347;15454;15412;15808;15649;16131;15058;15098;14955;14445;15115;14212;15658;15134;15379
14702;14296;14518;14793;14797;14466;15643;15665;15392;15280;15405;15661;15988;15898;15971;14983;14483;15140;14839;14902;15036;15611;15866;15696
14164;14014;14567;14980;14931;14938;15436;15526;15319;15642;15663;15707;15768;15517;15397;14696;14978;15018;14190;14543;14519;15641;15815;15709
14064;14000;13963;14733;14651;15162;15430;15759;15717;15269;15813;15624;15862;15775;15623;14843;15130;15111;14820;14668;14344;15622;15581;15438
14163;13907;14402;14867;14660;14680;15284;15606;15489;15449;15881;15677;15686;15837;15403;15117;14842;15023;15079;15130;15180;15643;15743;15558
15070;13785;14475;14526;14566;14744;15277;15327;15513;15760;15530;15155;15276;15846;15778;15077;15101;14937;14886;14754;14250;15381;15226;15455
13849;13976;13598;14477;14805;13971;15752;15735;15571;15511;15799;15550;15494;15806;15846;14149;14273;14589;14802;14977;14616;15874;15659;15597
14721;14621;14213;14095;14431;15054;15516;15649;15735;15388;15529;15749;15691;15798;15857;15146;14850;14662;14189;14727;15266;15679;15262;15659
14191;13737;14537;14677;14544;14917;15561;15577;15341;15081;15783;15632;15927;15683;16001;15052;15150;15102;15249;14881;15087;15703;15637;15671
14122;14665;14613;14940;14659;14456;15796;15527;15413;15836;15626;15831;15858;15433;15341;15083;14421;14380;14637;14271;14176;15762;15554;15618
13926;13780;14332;14111;13945;14139;15131;15089;15157;15043;15037;15313;15170;15237;15430;14295;14311;14359;14781;14366;14125;15390;15577;15197
13893;13988;13942;13992;13712;13771;15223;15298;15191;15107;15168;15197;15278;15285;15186;13854;14488;14016;14702;13855;13830;15150;15211;15069
14081;14024;13873;13876;14156;13897;15199;15142;15295;15122;15425;15255;15225;15412;15357;14156;14234;14899;13970;14452;14620;15317;15261;15337
14244;13832;13890;14782;14075;14467;15117;15254;15091;15236;15312;15217;15487;15348;15126;14793;14154;14557;14236;14252;14651;15125;15062;15312
14089;13633;13599;13980;13967;14173;15593;15284;15292;15162;15242;15214;15368;15436;15416;14185;14416;14291;14053;14254;14229;15324;15142;15316
13811;13748;14007;14129;13898;13768;15329;15224;15179;15352;15288;15283;15361;15441;15389;14211;14441;14153;13972;14076;14317;15212;15295;15265
14258;13750;13758;13934;14104;14175;15458;15278;15150;15138;15401;15228;15471;15426;15410;14171;14038;14151;14263;14446;14206;15190;15351;15324
13981;13586;13851;13785;13998;14010;15259;15241;15194;15095;15300;15126;15316;15450;15178;14037;14366;14077;14141;13937;14360;15321;15239;15188
14054;13842;13758;14104;14063;13954;15276;15200;15186;15208;15103;15223;15424;15230;15250;14092;14331;14333;14433;14360;14625;15280;15149;15235
14030;13712;13608;13931;13940;14174;15179;15154;15210;15173;15437;15397;15393;15253;15230;14299;14071;14417;14371;14118;13990;15163;15493;15907
14511;13773;14239;14770;14736;14053;15878;15556;15203;15793;15642;15530;15769;15783;15854;14828;14635;15399;14493;15009;14545;15775;15595;15609
14870;14632;14313;14742;14670;14718;15392;15331;15533;15694;15806;15971;15987;15621;15774;14812;14504;14884;15057;14752;14950;15864;15626;15174
14501;14504;14535;14455;14559;14741;15560;15694;15705;15599;15652;15203;15349;15910;15562;15399;14838;15179;14654;15218;15010;15713;15285;15495
14744;14355;14586;14647;13986;14143;15547;15259;15513;15548;15641;15480;15841;15500;15873;14905;14345;14309;14904;14175;14435;15234;15285;15266
14543;14438;14517;14207;14199;14660;15580;15311;15618;15396;15595;15719;15797;15639;15602;14957;15205;14871;14540;15294;15028;15258;15239;15352
14477;14677;14685;14782;14554;14124;15685;15794;15349;15539;15753;15507;15419;15753;15541;15427;15283;15255;14920;14712;14974;15730;15599;15301
14470;14343;14548;15080;14498;14491;15297;15734;15665;15685;15864;15544;15735;15449;15385;15346;14689;15381;14922;15251;14911;15892;15706;15543
14206;14103;14929;14147;14907;14340;15222;15365;15537;15711;15745;15512;15716;15779;15804;15252;14473;15266;14391;14184;14589;15616;15583;15644
14667;13868;13828;14723;14429;14271;15570;15728;15503;15660;15356;15396;15558;15770;15997;14866;14532;14713;14382;14421;14815;15506;15778;15632
14339;14367;14489;14863;14721;14803;15534;15188;15390;15263;15210;15408;15664;15469;15541;15234;14669;14399;15134;14968;14165;15190;15510;15783
14684;14604;14431;14513;14692;15251;15759;15323;15766;15438;15545;15229;15755;15743;15661;14309;14449;14653;14273;14143;14328;15599;15297;15294
14590;14609;14195;14076;14345;14363;15397;15705;15607;15812;15933;15810;15778;15595;16076;15113;14829;14342;15229;14293;14707;15252;15636;15220
14280;14249;14371;14482;14611;14707;15451;15352;15309;15466;15324;15547;15580;15770;15887;14199;15633;15174;14703;14067;14985;15506;15603;15219
14532;14714;14881;14697;14573;14786;15884;16000;15597;15675;15711;15795;15435;15405;15647;14842;14624;14947;15189;15325;15235;15502;15550;15472
13905;13735;13785;14265;15127;14745;15693;15826;15634;15754;15663;15657;15537;15604;15690;15398;15563;14999;14648;14541;14065;15322;15275;15750
13973;14762;14530;14887;14362;13915;15540;15454;15592;15571;15820;15627;15988;15914;15835;14954;15401;14308;14787;14728;15268;15610;15500;15356
14572;14136;14252;14637;14657;14111;15518;15390;15569;15456;15228;15365;15603;15296;15637;14787;14986;14543;15380;14965;14320;15652;15339;15448
14815;13897;13875;14476;14214;13886;15425;15512;15291;15650;15242;15704;15566;15361;15332;14287;14466;15173;14436;14429;14182;15443;15598;15618
14773;14168;13899;14434;14402;14663;15832;15666;15843;15669;15672;15547;15659;15662;15764;15253;15248;14982;14889;14192;14792;15317;15755;15470
14865;14391;14639;14563;14775;14595;15686;15137;15598;15511;15412;15496;15664;15672;15766;14404;14994;14735;15044;14161;14383;15770;15162;15307
14022;14652;14584;14113;15302;14970;15604;15273;15489;15619;15439;15579;15534;15477;15971;14825;15003;15104;14746;14505;15244;15742;15418;15634
14570;14589;13842;14210;14605;14800;15600;15756;15755;15779;15642;15539;15950;15729;15909;15287;15135;14473;14570;14970;15175;15664;15809;15906
14678;14457;14489;14230;14306;14401;15837;15719;15725;15707;15433;15649;16020;15930;15635;14683;14614;14940;14802;14833;14125;15526;15325;15345
14206;14342;14378;14606;15000;14198;15512;15120;15259;15154;15450;15256;15766;15867;15698;14378;14362;14274;14428;14783;14855;15661;15783;15536
14558;14745;15033;14734;14553;14412;15456;15754;15760;15743;15333;15636;15860;15551;15291;14421;15071;14862;14550;14780;15034;15319;15449;15679
14207;14170;14421;14359;14383;14817;15529;15781;15382;15652;15280;15530;15810;15436;15631;14227;14210;14924;15167;14958;14213;15315;15757;15683
14376;14152;13862;13847;14912;14415;15454;15494;15634;15515;15727;15785;15935;15764;15969;14802;14975;14958;15025;14594;14804;15422;15698;15632
14791;14742;14444;14554;14816;15103;15372;15514;15544;15563;15475;15366;15670;15635;15654;15277;15306;15201;14806;15110;14941;15683;15593;15311
14255;13609;14506;14872;14725;14166;15329;15827;15381;15766;15593;15408;15617;15964;15799;14600;14524;14745;15180;15163;15143;15960;15609;15572
14605;14307;14174;13974;14247;14784;15578;15224;15248;15507;15335;15811;15690;15807;15818;14995;15189;15091;14514;14876;15241;15410;15300;15726
14235;13934;14177;14623;14413;14678;15771;15451;15237;15528;15620;15702;15842;16056;15812;14407;15255;14791;14768;15253;14830;15771;15560;15424
14337;14967;14929;14593;14897;13958;15192;15201;15355;15362;15235;15736;15659;15353;15518;15051;14215;14149;14212;14525;14638;15290;15352;15750
14028;14301;14572;14341;14797;14112;15726;15682;15651;15687;15441;15539;15905;15694;15471;14914;14921;14738;14480;14442;15056;15689;15636;15754
14680;14382;15150;14691;14792;14359;15477;15859;15606;15704;15738;15909;15451;15519;15642;14689;15101;15457;15031;15144;15166;15552;15341;15600
13918;14493;14315;14829;13997;14505;15620;15516;15557;15724;15267;15328;15629;15238;15306;14047;14221;14182;14128;14141;14348;15415;15261;15144
13982;13781;13842;14083;13928;13794;15322;15188;15372;15270;15173;15249;15539;15353;15486;15183;14491;14375;14999;14129;14978;15734;15720;15676
14099;14762;14149;13910;14513;14246;15701;15662;15738;15278;15643;15546;15765;15591;15781;14644;14136;14273;14845;14361;14318;15659;15269;15526
14416;13990;14364;14649;14783;14639;15814;15283;15306;15377;15425;15764;15968;15489;15584;14783;14875;14382;14164;14846;14899;15663;15344;15531
14553;14454;14314;14565;14775;14394;15217;15153;15400;15239;15199;15235;15669;15363;15284;15277;14380;14878;14399;14683;14583;15489;15704;15487
13928;14117;14687;14395;14312;14791;15723;15352;15575;15885;15646;15492;15440;15875;15530;14310;15018;15173;14757;14377;14211;15614;15899;15520
14579;14256;14520;14869;14941;14183;15226;15809;15673;15650;15600;15496;15496;16024;15573;14763;14574;14569;15275;14866;14232;15181;15277;15261
14721;14151;14564;14129;14507;14742;15625;15206;15551;15536;15505;15213;15350;15373;15679;14400;14173;14274;14018;14192;14284;15290;15260;15174
13971;13984;13511;14086;14008;13873;15171;15428;15313;15278;15223;15253;15394;15324;15296;14162;14316;14210;14252;14445;14180;15133;15039;15086
13643;13847;13703;14138;14050;13919;15176;15221;15089;15329;15149;15144;15289;15313;15359;14152;14098;14279;14203;14268;14119;15253;15190;15266
14086;14106;13815;14266;14137;14078;15307;15155;15138;15219;15303;15213;15327;15359;15150;14135;14066;14193;14231;14171;14455;15373;15410;15408
13974;13867;13746;13882;13805;13770;15127;15203;15223;15211;15169;15435;15362;15303;15351;14299;14123;14286;14461;14341;14164;15292;15225;15296
13846;13727;13871;14131;13984;14047;15306;15283;15242;15191;15162;15203;15384;15406;15261;14211;14146;14387;14336;14333;14120;15133;15246;15204
14031;13890;13983;13948;14492;13873;15230;15123;15326;15329;15199;15268;15306;15303;15109;14364;14433;14109;14324;14404;13900;15124;15207;15319
13903;13853;13898;14250;13962;13798;15238;15181;15296;15167;15393;15112;15191;15228;15332;14230;14022;14159;14147;14229;13846;15191;15269;15297
14349;14042;13837;14034;14139;13846;15119;15069;15272;15119;15364;15203;15342;15348;15287;14244;14112;14287;14017;14147;14368;15313;15109;15317
13819;13551;13822;13973;13826;14006;15267;15280;15216;15301;15237;15169;15222;15127;15466;14073;14237;14020;14373;14254;14356;15311;15171;15136
14041;14153;13735;13868;14169;14022;15203;15110;15213;15287;15118;15002;15535;15234;15299;14076;14263;14191;14290;14230;14272;15128;15209;15158
13886;13926;13859;13898;14086;14110;15194;15180;15099;15106;15265;15187;15425;15434;15347;14169;14135;13938;14403;14192;14158;15394;15362;15289
13937;13792;13926;13805;13770;14056;15164;15077;15158;15104;15267;15138;15307;15533;15203;14219;14506;14296;14261;14233;14586;15275;15368;15362
14014;13990;13713;13895;14126;14072;15325;15128;15173;15340;15101;15247;15287;15391;15217;14291;14320;14176;14190;14094;14242;15342;15291;15215
13822;14072;13812;13988;14285;14087;15180;15177;15137;15147;15042;15786;15925;15774;15801;14153;14610;14303;14904;14400;14891;15711;15737;15723
14832;14298;14523;14170;14418;14687;15767;15347;15686;15500;15473;15748;15550;15866;15799;15411;14751;14739;14824;15058;14499;15628;15375;15382
14550;14476;14261;14262;14572;15028;15724;15595;15346;15479;15408;15548;15617;15997;15399;14863;15263;15077;14870;14792;15182;15490;15659;15548
14700;14513;14172;14574;14338;14374;15695;15561;15770;15793;15664;15559;15792;15463;15260;14568;15065;14940;14168;14428;14930;15547;15830;15687
13999;14060;14495;14177;14263;14316;15540;15558;15518;15614;15648;15519;15812;15938;15782;14835;14169;15257;14947;14634;15080;15260;15408;15207
14744;14392;14256;14873;14605;14413;15284;15148;15443;15533;15621;15408;15880;15906;15699;14434;14542;14749;15436;14951;14445;15555;15548;15555
14518;14620;13829;14699;14981;13901;15750;15719;15675;15387;15429;15170;15806;15708;15641;15134;15112;14960;15163;14442;15070;15279;15607;15652
14756;14371;14991;14727;14606;14884;15745;15693;15182;15669;15593;15623;15442;15546;15878;14747;14170;15148;14915;14795;15141;15916;15449;15592
14598;14250;14179;14139;14415;14886;15360;15711;15352;15679;15647;15773;15874;15770;15551;15107;14883;14492;14798;14550;15193;15270;15480;15588
14666;14706;14410;14853;14746;14681;15570;15315;15462;15701;15463;15694;15804;15832;15762;15343;14960;14762;15203;15255;15461;15596;15562;15494
14476;14238;14523;14685;14667;14239;15643;15690;15792;15605;15720;15657;15524;15344;15732;14951;15085;15237;15315;14758;15229;15667;15773;15499
14690;14633;14317;14511;14742;15068;15449;15678;15549;15434;15537;15613;15642;15316;16014;15014;14027;14893;14433;14765;14895;15739;15264;15417
14183;14897;13868;14763;14101;14243;15783;15367;15287;15562;15724;15303;16149;15873;15430;14815;14316;15134;15372;14739;15471;15554;15569;15306
14508;14464;14595;14194;14945;14440;15814;15761;15717;15440;15526;15615;15476;15710;15965;15122;14542;15021;15129;14530;14787;15739;16015;15705
14506;14296;14656;14140;13995;15039;15768;15428;15435;15634;15573;15604;15503;15346;15522;14321;15189;14399;14726;14882;14636;15612;15541;15705
14363;14049;14039;14978;14459;14156;15533;15738;15271;15763;15902;15638;15702;15826;15757;14592;15125;15054;14711;14889;14671;15775;15879;15666
14669;14946;13959;14953;14889;14505;15483;15492;15528;15691;15414;15485;15694;15734;15337;14881;15405;14773;14679;14939;14559;15597;15690;15638
14540;14741;14856;14424;14799;14750;15587;15367;15607;15656;15581;15386;15474;15821;15731;15015;14825;15140;14713;15043;15076;15727;15516;15674
14506;14420;14389;14544;14870;14695;15640;15546;15425;15554;15636;15666;15524;15685;15609;14991;14499;14280;14245;14480;14568;15469;15318;15502
14687;14837;14669;14279;14565;14742;15584;15711;15767;15830;15586;15587;15928;15846;15334;14451;15262;14807;14529;15040;14566;15406;15172;15718
14578;14633;14877;14827;14223;14351;15325;15252;15312;15405;15622;15243;15792;15481;16065;15405;14935;15024;14909;14794;15192;15281;15592;15556
14555;14457;14311;14595;14646;14605;15394;15871;15366;15765;15752;15836;15750;15269;15430;14007;14534;14403;14484;14312;14147;15203;15125;15158
13942;14028;13792;13993;14348;13942;15145;15273;15156;15271;15121;15230;15306;15361;15382;14360;13906;14315;14164;14244;14289;15229;14996;15221
13938;13693;13940;13898;13839;13869;15266;15261;15087;15242;15132;15184;15310;15474;15265;14210;14146;14207;14331;14330;13959;15364;15178;15161
13866;13854;13670;13948;14150;13706;15150;15056;15153;15075;15128;15209;15328;15222;15172;14054;14133;14265;13962;14190;13987;15300;15087;15159
13896;13802;14089;13928;13840;13967;15176;15203;15134;15186;15183;15153;15375;15459;15298;14311;13822;14264;14241;14537;14340;15275;15335;15363
13972;13733;13743;13913;13921;14018;15181;15183;15230;15122;15128;15023;15368;15388;15321;14399;14218;14081;14136;14532;14252;15157;15406;15181
