svelte_with_browser_chromium;svelte_with_browser_firefox;svelte_with_browser_webkit;svelte-kit_with_browser_chromium;svelte-kit_with_browser_firefox;svelte-kit_with_browser_webkit;react_with_browser_chromium;react_with_browser_firefox;react_with_browser_webkit;react-vite_with_browser_chromium;react-vite_with_browser_firefox;react-vite_with_browser_webkit;react-next_with_browser_chromium;react-next_with_browser_firefox;react-next_with_browser_webkit;vue_with_browser_chromium;vue_with_browser_firefox;vue_with_browser_webkit;vue-nuxt_with_browser_chromium;vue-nuxt_with_browser_firefox;vue-nuxt_with_browser_webkit;angular_with_browser_chromium;angular_with_browser_firefox;angular_with_browser_webkit
14454;14157;14387;14299;14267;14262;15337;15234;15156;15088;15365;15183;15453;15386;15432;14338;14322;14459;14552;14585;14351;15509;15490;15413
14156;13985;14084;14050;13917;13898;15200;15142;15085;15216;15083;15208;15325;15375;15487;14545;14588;14408;14263;14467;14447;15415;15122;15575
14483;13983;13985;13840;14112;14315;15215;15236;15245;15173;15206;15193;15416;14916;15300;14519;14458;14225;14525;14584;14544;15425;15328;15460
15047;14060;13960;13992;14112;14209;15199;15269;15190;15073;15275;15248;15429;15404;15506;14552;14621;14496;14814;14603;14378;15373;15322;15428
14198;14253;14023;14282;14049;14222;15167;15241;15281;15217;15240;15415;15645;15444;15398;14465;14245;14414;14593;14464;14528;15354;15336;15373
14705;14047;14265;14533;14081;14037;15368;15279;15298;15176;15108;15114;15457;15089;15289;14484;14446;14568;14489;14417;14462;15275;15444;15317
14900;13960;13983;14140;13932;14030;15445;15208;15223;15180;15310;15137;15424;15392;15593;14716;14429;14477;14514;14474;14330;15306;15284;15183
14223;14199;14004;13700;13994;14089;15225;15108;15224;15275;15240;15456;15286;15444;15295;14635;14560;14454;14683;14493;14583;15255;15221;15391
14511;13932;13915;14202;14203;14146;15142;15083;15276;15284;15083;15324;15462;15364;15101;14480;14339;14326;14463;14512;14483;15275;15370;15390
14100;13553;13900;14013;14396;14320;15169;15183;15362;15365;15211;15230;15540;15449;14695;14481;14525;14431;14240;14391;14504;15272;15254;15437
14387;14039;14157;14069;14159;14035;15139;15212;15254;15324;15268;15191;15481;15466;15321;14531;14258;14535;14460;14541;14343;15445;15382;15322
14314;14054;14121;14227;14168;14155;15279;15171;15406;15193;15170;15181;15297;15196;15445;14393;14170;14357;14640;14588;14497;15293;15390;15220
14642;13899;14144;14116;14279;14047;15295;15274;15241;15289;15469;15044;15433;15259;15444;14669;14656;14625;14620;14508;14498;15332;15244;15498
15642;14068;14119;14199;13979;14289;15316;15204;15214;15549;14941;15252;15420;15273;15341;14545;14626;14649;14438;14704;14399;15427;15532;15384
14436;14191;13997;14183;14034;13968;15117;15148;15217;15424;15180;15289;15541;15217;15355;14413;14557;14812;14491;14417;14400;15501;15468;15592
14463;13990;13924;14137;14173;14355;15138;15140;14960;15258;15177;15307;15538;15210;15501;14488;14285;14603;14523;14256;14343;15355;15161;15112
15264;14119;14064;14002;14175;14177;15221;15274;15259;15085;15330;15122;15334;15134;15315;14442;14335;14370;14395;14432;14598;15300;15327;14991
14800;14213;13959;14074;14172;14257;14983;15263;15330;15327;14966;15303;15388;15319;15378;14421;14293;14267;14297;14498;14538;15239;15435;15289
15417;13837;13952;14039;14211;14109;14965;15256;15227;15255;14961;15214;15408;15474;15331;14218;14669;14658;14521;14517;14134;15342;15246;15174
14262;14007;13814;14091;13997;14140;15107;15291;15225;15209;15154;15153;15151;15394;15359;14679;14522;14393;14393;14475;14735;15379;15403;15364
;13957;14136;14299;14297;14141;15454;15454;15228;15355;15389;15302;15416;15548;15339;14457;14528;14543;14405;14410;14731;15623;15457;15349
15535;14109;14121;14217;14143;14126;15282;15375;15281;15539;15193;15143;15285;15463;15561;14580;14408;14571;14638;14636;14554;15276;15385;16143
14774;14296;13998;14083;14006;14046;15249;15303;15238;15226;15252;15300;15475;15451;15280;14595;14607;14675;14537;14727;14562;15355;15400;15364
14231;13700;14049;14259;14273;13911;15148;15168;15166;15315;15327;15119;15367;15400;15266;14301;14409;14383;14557;14308;14384;15332;15359;15409
14462;14164;13967;14208;14501;14124;15319;15257;15391;15243;15366;15256;15445;15362;15512;14442;14544;14493;14578;14578;14627;15355;15382;15471
14812;13937;14182;14134;14260;13983;15179;15221;14963;15385;15213;15199;15288;15267;15425;14687;14426;14523;14754;14653;14668;15428;15526;15457
14574;14165;14005;13923;14141;13889;15245;15331;15360;15052;15261;15257;15453;15578;15060;14471;14426;14705;14485;14623;14679;15472;15407;15442
15391;14028;14277;14067;14064;14200;15328;15228;15355;15244;15305;15199;15433;15408;15537;14446;14385;14817;14426;14416;14385;15375;15383;15391
14823;13861;13937;14234;13851;14172;15101;15079;15259;15167;15334;14162;15247;15246;15334;14445;14442;14557;14448;14608;14165;15516;15292;15116
15023;13914;13955;14225;14193;;15232;15447;15231;15261;15368;15164;15357;15306;15470;14517;14335;14528;14675;14622;14509;15564;15313;15433
14386;14018;14052;14237;14270;14000;15331;15242;15088;15241;15433;15161;15460;15278;15312;14557;14398;14440;14654;14580;14208;15511;15392;15349
14326;14127;14172;14124;13826;14123;15293;15244;15277;15115;15209;15215;15278;15169;15395;14225;14537;14382;14579;14598;14366;15255;15388;15400
14085;14124;13954;14166;13970;14024;15354;15211;15024;15336;15321;15356;15420;15638;15358;14356;14640;14535;14532;14601;14703;15433;15395;15495
14208;14160;14120;14060;14261;14324;15180;15273;15290;15321;15328;15309;15597;15484;15506;14599;14281;14571;14601;14684;14324;15334;15581;15273
14254;14078;14255;14165;14149;14361;15241;15265;15303;15300;15136;15184;15393;15524;15339;14760;14712;14336;14643;14470;14360;15331;15183;15556
14324;14076;13986;14135;14062;13869;15167;15299;15423;15103;15289;14646;15498;15361;14887;14474;14325;14389;14290;14368;14380;15390;15357;15330
14148;14122;14026;14236;14030;13814;15157;15094;15271;15302;15328;15119;15381;15428;15094;14458;14326;14379;14670;14383;14616;15276;15366;15425
14794;14161;14362;14256;14124;14114;15147;15235;15462;15313;15425;15181;15254;15299;15420;14270;14721;14491;14739;14636;14655;15421;15423;15130
14592;13959;13877;14176;14220;14123;15343;15429;15277;15385;15192;15304;15185;15318;15178;14589;14589;14480;14470;14427;14594;15464;15495;15357
14462;13940;13892;14365;14231;14060;15187;15055;15280;15263;15247;15095;15352;15173;15419;14578;14392;14504;14507;14647;14315;15283;15336;15224
13830;14041;13668;14096;13956;14165;15158;15254;15152;15372;15284;15340;15323;15400;15201;14521;14477;14487;14526;13902;14311;15352;15264;15438
15340;13803;13998;14273;13888;14120;15217;14930;14402;15270;15195;15295;15433;15155;15462;14663;14380;14662;14573;14745;14550;15432;15310;15323
14127;13948;14141;14402;14059;14102;15288;15290;15450;15423;15176;15373;15427;15462;15281;14701;14414;14388;14596;14366;14561;15163;15347;15356
14378;14037;14031;14475;14183;14018;15325;15259;15197;15086;15164;15200;15308;15233;15251;14499;14372;14477;14691;14426;14327;15394;15288;15155
14146;13843;14238;14002;13942;14035;15136;15068;15372;15269;15058;15250;15318;15236;15346;14935;14545;14701;14598;14694;14655;15381;15534;15314
14100;13991;13940;14059;14015;14212;15306;15135;15385;15405;15404;15170;15384;15319;15242;14597;14205;14595;14722;14222;14490;14948;14018;14051
15173;14138;14270;14223;14040;13845;15217;15137;15337;14895;15313;15124;15235;15538;15461;14524;14739;14642;14724;14595;14487;15453;15395;15394
14342;14055;14167;14271;14220;14281;15424;15627;15442;15288;15176;15212;15421;15363;15486;14418;14682;14686;14756;14658;14724;15184;15400;15176
14240;13955;14112;14218;14099;14439;15316;15296;15183;15219;15322;15299;15452;15350;15111;14546;14551;14628;14606;14551;14488;15515;15452;15459
14601;14291;14330;14247;14236;14316;15122;15209;15398;15104;15370;15088;15368;15290;15434;14652;14455;14616;14217;14586;14741;15409;15327;15456
14919;14083;13922;14047;14094;14211;15308;15176;15274;15169;15268;15119;15229;15355;15567;14676;14519;14390;14870;14466;14420;15404;15362;15353
14477;13793;14034;14133;13922;14108;15284;15197;15442;15221;15321;15211;15504;15288;15419;14530;14280;14452;14359;14459;14623;15251;15412;15481
15251;13974;14272;14381;14291;14246;15281;15321;15250;15168;15333;15087;15371;15307;15528;14137;14308;14327;14490;14285;14636;15461;15306;15354
14296;14010;13772;14383;14149;14234;15299;15264;15277;15411;15295;14762;15423;15443;15436;14620;14501;14550;14623;14467;14347;15429;15404;15217
14019;14120;13885;14042;14127;14094;15316;15353;15347;15370;15033;15181;15233;15496;15357;14540;14196;14259;14697;14620;14503;15417;15375;15403
14115;14002;14015;13897;14297;13926;15186;15235;15332;15262;15169;15280;15297;15418;15387;14772;14701;14378;14286;14655;14600;15326;15213;15402
14259;14080;13907;14118;14128;14375;15237;15290;15317;15129;15317;15317;15379;15419;15390;14532;14406;14576;14561;14447;14343;15348;15247;15152
14088;14085;13948;14170;14336;14247;15421;15117;15312;15295;15235;15319;15168;15210;15328;14549;14520;14552;14630;14154;14423;15517;15409;15477
14257;14145;14076;14115;14165;14271;15249;15373;15217;15223;15170;15126;15418;15513;15486;14567;14673;14480;14570;14625;14604;15340;15227;15486
14191;14194;14211;14580;14355;14373;15464;15295;15435;15318;15336;15210;15246;15234;15477;14476;14783;14417;14603;14717;14474;15215;15355;15394
14426;14102;13851;14237;14099;14170;15073;15269;15203;15425;15326;15195;15368;15537;15298;14293;14435;14350;14455;14585;14527;15268;15563;15452
14138;13952;14040;14061;14222;14046;15390;15351;15316;15147;15188;15127;15351;15341;15248;14608;14551;14773;14579;14436;14595;15391;15355;15439
14209;14050;14010;14170;14082;14259;15250;15150;15335;15346;15264;15246;15308;15357;15380;14685;14495;14286;14661;14604;14391;15222;15392;15308
14227;14083;13901;14271;14179;14242;15287;15267;15399;15264;15195;15345;15374;15347;15503;14440;14471;14309;14447;14508;14676;15361;15291;15284
14311;14279;13969;14191;14194;14058;15278;15258;15195;15194;15410;15147;15382;15466;15360;14642;14311;14281;14593;14269;14517;15234;15346;15372
14377;14219;13893;14275;14228;14229;15266;15233;15190;15332;15118;15253;15402;15353;15466;14632;14647;14368;14669;14447;14462;15241;15416;15279
14183;13971;13978;14351;14046;14252;15190;15276;15378;15199;15197;15163;15416;15104;15424;14377;14349;14495;14424;14507;14409;15363;15338;15309
14370;14091;14014;14292;13854;14173;15427;15188;15098;15399;15109;15374;15443;15412;15333;14568;14484;14418;14520;14777;14513;15215;15280;15183
14222;13800;13967;14313;14198;14299;15185;15360;15299;15147;15202;15261;15405;15261;15318;14688;14621;14751;14635;14437;14796;15437;15214;15348
14455;14037;14111;14110;14129;14046;15373;15319;15153;15184;15265;15201;15387;15292;15392;14175;14396;14448;14418;14554;14386;15278;15215;15279
14519;13938;14072;14164;14125;14274;15112;15106;15247;15289;15263;15238;15267;15342;15249;14424;14292;14447;14492;14258;14443;15368;15463;15335
14480;13839;14033;14469;14085;14046;15233;15199;15220;15273;15112;15194;15401;15380;15427;14646;14512;14592;14591;14564;14538;15327;15191;15152
14626;14042;14112;14176;14120;14373;15341;15384;15319;15183;15228;15325;15193;15295;15540;14508;14444;14624;14384;14483;14480;15539;15297;15419
14179;13825;14192;14088;13978;14024;15284;15252;15306;15125;15330;15289;15338;15166;15351;14495;14247;14433;14657;14205;14507;15342;15367;15314
14230;14005;14015;14354;14278;13889;15240;15271;15298;15283;15170;15022;15403;15367;15383;14356;14470;14619;14489;14545;14334;15344;15207;15301
14328;14013;14041;14225;14103;14091;15285;15442;15183;15082;15258;15084;15493;15378;15244;14480;14314;14429;14266;14208;14639;15240;15072;15464
14582;14032;13907;14405;14162;14059;15194;15162;15231;15373;14826;15223;15348;15343;15600;13801;14438;14356;14466;14314;14520;15138;15069;15422
14243;13838;14079;14191;14228;14040;15193;15328;15275;15244;15313;15106;15385;15355;15216;14577;14348;14668;14628;14565;14792;15255;15355;15340
14488;14139;14013;14343;14198;14082;15330;15126;15183;15250;15150;15194;15252;15327;15111;14532;14367;14657;14437;14489;14278;15429;15277;15282
14431;14023;14028;14288;14075;14047;15095;15083;15205;15256;15301;15072;15434;15499;15349;14500;14419;14499;14684;14380;14520;15479;15465;15501
14396;14236;14055;14130;14064;14154;15215;15181;15331;15401;15174;15321;15400;15282;15352;14553;14530;14529;14688;14484;14500;15362;15313;15526
14244;13892;14225;14318;13965;14099;15349;15295;15317;15304;15331;15295;15527;15261;15236;14949;14387;14463;14526;14576;14504;15495;15365;15309
14122;13831;13968;14392;14197;13958;15437;15191;15407;15323;15244;15208;15425;15340;15419;14264;14617;14653;14625;14781;14622;15336;15322;15482
14461;14253;14055;14330;14363;14134;15354;15361;15332;15297;15364;15246;15521;15366;15522;14444;14590;14532;14582;14734;14740;15314;15199;15392
14575;13959;14183;14252;14174;14117;15302;15368;15451;15376;15289;15225;15427;15386;15200;14579;14521;14544;14596;14549;14874;15243;15428;15485
14227;14160;13981;14053;14236;14359;15188;15296;14602;15148;15391;15192;15332;15414;15365;14440;14526;14205;14706;14523;14338;15325;15227;15531
14153;13876;14245;14096;14287;14396;15158;15200;15237;15307;15305;15312;15190;15390;15309;14519;14735;14580;14572;14473;14469;15349;15462;15168
14168;13969;14047;14315;14016;14134;15224;15164;15233;15160;15191;15219;15307;15293;15260;14549;14345;14431;14469;14506;14633;15353;15294;15289
14548;13268;13951;14490;13929;13981;15341;14917;15276;14780;15211;15324;15193;15243;15104;14609;14199;14345;14319;14558;14440;15404;15218;15304
14404;14207;14222;14132;14050;13714;15109;15138;14935;15278;15357;14235;15407;15325;15292;14326;14649;14347;14767;14716;14611;15391;15367;15220
14187;14042;14147;14116;14292;14112;15318;15296;15273;15211;15356;15281;15415;15396;15155;14519;14459;14344;14388;14664;14597;15388;15470;15459
14345;14021;13904;14099;14269;13990;15193;15312;15239;15021;15236;15159;15392;15431;15369;14409;14473;14473;14534;14478;14481;15397;15350;15322
15355;13995;14154;14293;14092;14072;15296;15142;15330;15024;15372;15296;15546;15230;15346;14590;14558;14310;14746;14364;14584;15043;15501;15380
14807;13964;13791;14206;14004;14355;14315;14755;15269;15379;15310;15131;15358;15246;15407;14387;14429;14381;14539;14400;14654;14309;15398;15144
14331;14252;13793;14186;14103;13845;14995;15381;15328;15037;13717;15054;15128;14523;15441;14364;14412;14112;14472;14308;14525;15263;15203;15277
14066;13930;14081;14305;14180;14348;15173;15130;15282;15339;15152;15083;15193;15517;15391;14512;14445;14447;14532;14762;14443;15478;15554;15462
14398;14171;14235;14191;14313;14160;15395;15212;15333;15445;15389;15203;15421;15366;15184;14560;14504;14333;14720;14503;14603;15503;15342;15310
14453;14120;14141;14137;14141;14252;15244;15193;15263;15311;15277;15285;15527;15393;15466;14640;14488;14429;14631;14420;14830;15267;15345;15471
14307;13937;14051;14366;14251;14328;15365;15178;15312;15395;15372;15203;15496;15328;15520;14774;14878;14625;14602;14655;14455;15348;15312;15391
14364;14011;14237;14043;14052;14180;15358;15343;15268;15482;15280;15211;15394;15413;15496;14443;14500;14440;14392;14361;14533;15105;15415;15282
13893;14107;13864;14307;14385;14086;15184;15292;15319;15282;15280;15226;15334;15357;15305;14385;14534;14471;14530;14751;14560;15277;15524;15343
14192;14022;13989;14339;14335;14027;15233;15240;15226;15124;15340;15183;15440;15380;15444;14565;14537;14594;14626;14440;14489;15342;15344;15378
14097;13941;14301;13994;14223;14291;15241;15239;15460;15358;15114;15295;15479;15422;15314;14339;14414;14184;14448;14640;14459;15321;15292;15276
14222;13927;14000;14131;14288;14141;15220;15291;15280;15369;15311;15297;15438;15276;15325;14562;14423;14527;14579;14547;14325;15404;15335;15392
14718;14155;14151;14200;14102;13970;15281;15368;15277;15146;15239;15266;15550;15491;15461;14765;14610;14340;14371;14274;14427;15359;15313;15432
14438;14068;14065;14193;14110;14120;15254;15253;15280;15246;15148;15148;15321;15228;15412;14444;14102;14329;14562;14773;14303;15399;15288;15280
14113;14115;14038;14222;14316;14195;15122;15364;15420;15341;15084;15257;15558;15492;15461;14580;14618;14464;14708;14613;14705;15329;15387;15596
14193;13941;14288;14099;14162;14138;15268;15249;15110;15218;15303;15229;15622;15483;15304;14429;14300;14594;14603;14587;14333;15332;15253;15289
14747;14092;14262;14131;14294;14307;15329;15251;15318;15357;15318;15032;15454;15468;15472;14497;14475;14463;14466;14473;14609;15465;15304;15366
14491;14091;14116;14345;14257;14266;15275;15223;15320;15242;15035;15413;15377;15272;15331;14564;14518;14439;14514;14724;14699;15560;15534;15599
14364;14097;14106;14222;14178;14290;15323;15365;15240;15328;15406;15456;15391;15509;15405;14611;14455;14533;14614;14605;14662;15386;15371;15487
14568;14351;14089;14135;14319;14395;15274;15404;15125;15386;15398;15246;15297;15500;15356;14730;14405;14712;14742;14488;14590;15564;15365;15408
14407;13995;14046;14056;14213;14047;15112;15196;15288;15308;15198;15363;15217;15424;15136;14311;14502;14415;14161;14554;14332;15426;15325;15273
14328;13987;14120;14141;14050;14263;15221;15213;15287;15190;15009;15397;15386;15487;15426;14560;14196;14379;14517;14615;14545;15333;15385;15416
14200;14020;13806;13918;13957;14154;15234;15241;15147;15131;15299;15229;15250;15341;14857;14369;14428;14305;14433;14374;14495;15213;15289;15348
14007;14068;14139;14056;14045;14207;15180;15260;15319;15266;15031;15301;15368;15187;15309;14453;14357;14479;14614;14590;14417;15255;15351;15284
14335;13986;14020;14337;14057;13951;15247;15220;15125;15291;15323;15287;15423;15587;15367;14499;14448;14312;14424;14566;14498;15293;15222;15419
14255;14034;14312;14264;13830;14472;15277;15302;15166;15135;15237;15141;15166;15346;15317;14388;14311;14289;14649;14693;14664;15311;15346;15445
14273;13800;14011;14088;14025;13912;15395;14968;15255;15372;15125;15445;15198;15280;15149;14294;14531;14316;14515;14583;14459;15278;15372;15390
14299;14053;14215;14176;13917;13994;15247;15206;15157;15444;15371;15341;15455;15500;15359;14610;14664;14647;14674;14661;14370;15284;15510;15381
14298;14095;14091;14199;14192;13987;15295;15233;15378;15251;15274;15083;15473;15300;15370;14542;14236;14458;14521;14396;14422;15390;15479;15414
14191;13868;14084;14189;14125;14121;15316;15414;15127;15255;15195;15415;15490;15397;15486;14477;14536;14451;14506;14590;14566;15511;15424;15362
14509;14035;14161;14244;14161;14054;15342;15188;15335;15368;15223;15320;15506;15392;15494;14489;14384;14477;14685;14756;14497;15511;15318;15443
14486;14382;14187;14070;14032;14259;15250;15228;15126;15157;15203;15109;15426;15239;15364;14401;14215;14335;14663;14501;14551;15192;15427;15423
14536;14232;14089;14152;14215;14118;15256;15307;15336;15195;15144;15386;15341;15444;15435;14537;14504;14529;14514;14548;14787;15282;15249;15220
14205;13936;14167;14396;14100;14169;15208;15288;15343;15157;15410;15181;15381;15226;15340;14585;14535;14211;14722;14633;14634;15062;15320;15402
14166;13995;14062;14207;14153;14099;15394;15347;15194;15165;15314;15110;15383;15354;15584;14660;14634;14530;14533;14505;14673;15545;15447;15415
14381;14144;14137;13989;14336;14149;15237;15309;15334;15208;15197;15211;15531;15405;15489;14472;14440;14441;14624;14558;14651;15218;15393;15310
14425;14160;14246;14291;14036;14098;15294;15136;15151;15267;15358;15285;15233;15414;15413;14576;14335;14394;14437;14148;14397;15275;15446;15367
14431;14184;14051;14334;14136;13990;15192;15337;15284;15262;15139;15342;15274;15379;15295;14715;14250;14538;14901;14675;14729;15366;15395;15333
15380;13963;13988;14077;13937;14168;15347;15151;15279;15328;15370;15180;15330;15489;15440;14531;14532;14541;14694;14646;14451;15464;15311;15436
14365;14042;14230;14242;14106;14069;15311;15395;15336;15249;15325;15205;15301;15369;15380;14539;14486;14404;14650;14599;14705;15238;15428;15370
14261;14315;13960;14274;14292;14089;15312;15357;15225;15314;15364;15107;15429;15170;15411;14469;14395;14472;14713;14716;14465;15138;15300;15291
13998;13859;14122;14027;14170;14304;15225;15084;15297;15159;15239;15146;15074;15517;15384;14454;14630;14551;14689;14783;14591;15355;15451;15525
14219;14097;14057;14068;14053;14015;15300;15260;15302;15353;15317;15289;15463;15584;15226;14584;14509;14278;14335;14528;14653;15386;15392;15394
14505;14384;14087;14212;14060;14033;15189;15399;15261;15246;15200;15270;15296;15041;15249;14437;14475;14102;14467;14824;14371;15267;15341;15148
14197;13936;14102;14074;14111;14019;15328;15207;15143;15247;15258;15097;15223;15355;15341;14500;14370;14562;14498;14728;14539;15339;15358;15266
14221;14286;14110;14156;13945;14053;15300;15395;15083;15236;15180;15272;15466;15417;15348;14585;14516;14440;14409;14477;14398;15252;15433;15309
14647;14001;13782;14123;14037;14145;15258;15430;15330;15277;15039;15045;15326;15301;15249;14310;14451;14800;14474;14444;14488;15369;15199;15445
14125;13971;14047;14223;14256;14058;15283;15314;15343;15161;15282;15117;15295;15292;15251;14481;14307;14608;14342;14633;14350;15356;15137;15343
14338;14102;13937;14204;14103;14290;15185;15145;15164;15169;15283;15189;15417;15271;15200;14480;14316;14477;14583;14340;14448;15300;15306;15226
14434;14176;14241;14087;14172;14261;15244;15313;15147;15088;14824;15069;15279;15383;15344;14274;14507;14508;14541;14490;14505;15230;15149;15399
14318;13916;14010;13976;14065;14118;15153;15316;15236;15199;15337;15242;15308;15290;15109;14342;14408;14432;14420;14379;14888;15343;15348;15406
14455;14169;14111;14211;14130;14285;15428;15242;15411;15246;15344;15414;15504;15295;15327;14706;14575;14494;14635;14537;14606;15412;15360;15308
14160;13955;13983;14268;14206;14392;15240;15257;15433;15227;15217;15275;15467;15585;15453;14849;14360;14552;14727;14474;14521;15441;15364;15445
14180;14123;14241;14069;14172;14186;15409;15317;15314;15276;15572;15127;15402;15399;15467;14508;14362;14415;14703;14851;14654;15469;15466;15428
14421;14143;14031;14274;14119;14190;15328;15406;15275;15342;15326;15367;15519;15303;15443;14756;14342;14696;14706;14684;14733;15380;15336;15476
14377;14213;14116;14327;14335;14334;15341;13938;14064;15368;14864;15284;15380;15491;15386;14649;14347;14660;14602;14173;14695;15449;15404;15488
14357;13973;13943;14392;14102;14273;15255;15345;15335;15346;15105;15208;15428;15458;15368;14580;14384;14674;14531;14289;14563;15453;15320;15372
14555;14157;13999;14116;14223;13932;15413;15286;15547;15367;15219;15315;15421;15306;15446;14435;14525;14329;14621;14395;14762;15376;15305;15335
14381;14115;13888;14056;14242;14186;15312;15237;15167;15293;15121;15318;15404;15476;15374;14543;14587;14335;14599;14333;14410;15378;15281;15391
14215;14106;14015;14155;14102;14040;15376;15458;15346;15266;14879;15153;15457;15307;15413;14399;14663;14406;14698;14617;14414;15426;15545;15262
14246;14112;14094;14420;14190;14089;15301;15324;15200;15201;15269;15339;15300;15263;15254;14547;14342;14466;14479;14503;14796;15484;15431;15195
14729;13851;13739;14153;14074;14226;15184;15214;15257;15395;15164;15267;15293;15362;15237;14454;14762;14477;14540;14569;14480;15300;15329;15354
14097;13941;14008;14232;14112;14188;15179;15213;15327;15255;15259;14996;15349;15223;15527;14543;14530;14609;14333;14632;14564;15178;15280;15242
14328;14036;14220;14308;14048;14024;15414;15241;15252;15345;15252;15331;15437;15326;15294;14342;14144;14468;14530;14407;14581;15419;15321;15622
14178;13919;14056;14222;14259;13999;15356;15121;15072;15255;15328;15123;15369;15417;15292;14440;14604;14804;14677;14461;14444;15378;15317;15362
14405;13876;14148;14138;14195;13926;15167;15076;15293;15144;15208;15420;15287;15407;15444;14688;14376;14477;14417;14586;14703;15274;15309;15333
14331;13823;14104;14077;14104;13986;15285;15308;15131;15180;15181;15203;15671;15291;15307;14824;14533;14309;14177;14559;14447;15182;15300;15355
14534;13903;14081;14142;14135;14097;15203;15262;15119;15183;15302;15190;15329;15397;15356;14511;14658;14415;14512;14419;14513;15303;15289;15287
13823;13877;13974;14168;14136;14321;15410;15417;15334;15341;15363;15135;15412;15298;15334;14563;14562;14410;14547;14623;14640;15361;15302;15567
14175;14129;14078;13967;14051;14210;15283;15003;15264;14983;15290;15202;15390;15319;15339;14479;14418;14486;14384;14597;14334;15189;15237;15410
14184;14203;14016;14057;13967;14235;14957;15136;15017;15092;15236;15279;15327;15410;15365;14540;14421;14412;14458;14642;14531;15312;15367;15329
14115;13986;13853;14036;13903;14083;15295;15236;15159;15083;15149;15152;15256;15333;15384;14452;14518;14457;14554;14661;14504;15293;15326;15146
13994;14348;14272;14251;14063;14261;15380;15458;15298;15259;15296;15115;15386;15347;15328;14257;14095;14115;14420;14299;14183;15302;15393;15436
14874;13847;13957;13806;14074;14199;15277;15074;15203;15087;15127;15079;15249;15397;15304;14580;14493;14488;14366;14514;14569;15294;15462;15417
14416;13795;14070;14014;14331;14178;15344;15173;15208;15154;15193;15079;15330;15284;15305;14305;14633;14337;14584;14596;14568;15334;15306;15121
14125;14094;13942;14113;14881;14332;15359;15180;15332;15267;15344;15027;15458;15391;15296;14598;14291;14252;14351;14675;14709;15341;15198;15032
14435;13817;14213;14067;14471;14019;15398;15111;15107;15242;15393;15178;15301;15266;15424;14488;14254;14540;14519;14420;14769;15501;15401;15566
14367;14197;14066;14196;14158;14217;15379;15159;15336;15385;15265;15286;15393;15399;15506;14519;14546;14446;14582;14571;14570;15459;15434;15315
14368;13989;14256;13867;13882;14052;15572;15053;14717;14905;14697;14760;15303;15043;15331;14271;14155;14196;14232;14014;14161;15220;14924;15028
13921;13448;13632;13718;13689;13597;14540;14867;14567;14818;14920;15173;15300;15114;15355;14242;14144;14115;14418;14412;14227;15271;15285;15062
14091;13841;13899;13900;13977;14204;15004;15199;15258;15292;14946;14359;15248;15146;15122;14130;14494;14253;14677;14035;14059;15447;15321;15401
14724;13946;14153;14042;14110;14424;14832;14566;14793;14567;14679;14956;15143;15318;15211;14466;14296;14539;14537;14255;14242;15397;15009;15262
15421;13344;13661;13742;13546;13625;14485;14648;15019;15189;15276;14539;15097;15785;15198;14051;14051;14202;14042;14381;14562;15278;15367;15494
14496;13936;13991;14472;14052;14287;15401;15204;15266;15250;15294;15349;15378;15260;15568;14633;14645;14438;14584;14577;14483;15417;15312;15326
14483;13899;14000;13789;14136;14325;15323;14958;15240;15490;15274;15094;15354;15340;15187;14683;13843;14500;14622;14614;13707;15329;15272;15334
14149;13827;13882;14366;14222;13513;15137;15451;15147;15244;15436;15138;15269;15171;15285;14476;14414;14533;14380;14685;14328;15368;15282;15215
14343;14204;13971;14350;14114;14213;15334;15276;15307;15340;15190;15301;15201;15285;15214;14319;14430;14469;14767;14756;14399;15345;15437;15385
14317;13897;14119;14058;13876;14068;15424;15190;15148;15225;15185;15291;15489;15468;15083;14424;14325;14320;14604;14530;14825;15380;15493;15370
14175;14189;13984;14282;14409;14043;15289;15471;15169;15253;15423;15449;15388;15453;15397;14565;14809;14677;14466;14798;14717;15577;15526;15445
14347;14080;14257;14232;14451;14187;15169;15210;15288;15278;15147;15149;15291;15293;15368;14268;14478;14441;14606;14702;14492;15391;15317;15648
14713;13928;14132;13398;14165;14041;14905;15167;15121;14846;15023;15255;15351;15505;15304;14666;14567;14504;14397;14635;14404;15468;15437;15261
15061;14393;14185;14429;14418;14172;14908;15186;15164;15307;14893;15276;15405;15383;15226;14561;14423;14417;14569;14475;14470;15527;15034;15320
14345;14085;14004;14187;14104;14101;15107;15040;15052;15220;15111;15041;15164;15029;15065;14195;14361;14425;14504;14555;14882;15294;15294;15256
14427;14019;13988;14151;14035;14043;15330;15192;15091;15294;15422;15484;15390;15354;15344;14616;14287;14379;14677;14605;14922;15601;15411;15201
14221;13975;14014;14237;14187;14248;14972;15275;15083;15315;15254;15494;15417;15633;15447;14583;14574;15378;14692;14422;14610;15294;15222;15138
15603;14209;14014;14209;14217;14163;15517;15306;15251;15248;15288;15219;15326;15404;15279;14539;14400;14715;14559;14924;14688;15549;15560;15464
14522;13630;13972;14091;14358;13974;15349;15288;14941;15479;15325;15389;15501;15343;14802;14412;14543;14165;14761;14790;14625;15476;15505;14748
14281;14222;13838;14148;14207;14161;14809;15177;15195;15336;15050;13816;15498;15477;15264;13764;14186;14499;14666;14377;14305;15304;15393;15486
